ダウンロードした時刻：2024/01/3019:23:05

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
2022/10/29,15.8,8,1,0,1,8,1,晴,8,1,22.0,8,1,10.8,8,1,0,1,8,1,11.6,8,1,0.0,0,8,1,晴後曇時々雨,8,1,15.1,8,1,7.2,8,1,0,1,8,1,16.1,8,1,0,1,8,1,晴,8,1,20.9,8,1,12.7,8,1,0,1,8,1,11.9,8,1,0.0,8,1,,0,1,19.3,8,1,5.4,8,1,0,8,1,25.6,8,1,0.0,0,8,1,晴一時雨,8,1,28.2,8,1,23.6,8,1,0,1,8,1
2022/10/30,13.8,8,1,0,1,8,1,晴時々薄曇,8,1,19.2,8,1,10.2,8,1,0,1,8,1,10.7,8,1,2.5,0,8,1,曇一時雨,8,1,14.5,8,1,7.7,8,1,0,1,8,1,15.1,8,1,0,1,8,1,晴一時曇,8,1,20.3,8,1,10.6,8,1,0,1,8,1,11.2,8,1,0.0,8,1,,0,1,18.7,8,1,5.4,8,1,0,8,1,25.5,8,1,1.0,0,8,1,曇時々雨一時晴,8,1,27.0,8,1,24.1,8,1,0,1,8,1
2022/10/31,14.7,8,1,0,1,8,1,快晴,8,1,20.1,8,1,10.3,8,1,0,1,8,1,10.1,8,1,0,1,8,1,快晴,8,1,15.7,8,1,5.7,8,1,0,1,8,1,15.4,8,1,0.0,0,8,1,晴,8,1,21.2,8,1,10.3,8,1,0,1,8,1,12.2,8,1,0.0,8,1,,0,1,20.1,8,1,3.8,8,1,0,8,1,23.8,8,1,110.0,0,8,1,大雨,8,1,25.2,8,1,22.4,8,1,0,1,8,1
2022/11/1,14.8,8,1,0.0,0,8,1,曇,8,1,17.6,8,1,12.1,8,1,0,1,8,1,11.9,8,1,0.0,0,8,1,曇後雨,8,1,14.7,8,1,8.0,8,1,0,1,8,1,15.4,8,1,5.5,0,8,1,雨一時曇,8,1,18.2,8,1,14.0,8,1,0,1,8,1,12.8,8,1,0.0,8,1,,0,1,17.5,8,1,9.6,8,1,0,8,1,22.2,8,1,49.0,0,8,1,大雨,8,1,23.9,8,1,21.4,8,1,0,1,8,1
2022/11/2,16.7,8,1,0.0,0,8,1,快晴,8,1,22.8,8,1,11.6,8,1,0,1,8,1,10.7,8,1,0.5,0,8,1,晴,8,1,13.3,8,1,7.7,8,1,0,1,4,1,18.2,8,1,0,1,8,1,晴,8,1,23.4,8,1,14.3,8,1,0,1,8,1,13.8,8,1,0.0,8,1,,0,1,23.1,8,1,8.2,8,1,0,8,1,22.9,8,1,17.0,0,8,1,曇一時雨,8,1,25.4,8,1,20.3,8,1,0,1,8,1
2022/11/3,17.8,8,1,0,1,8,1,晴,8,1,24.3,8,1,12.8,8,1,0,1,8,1,7.8,8,1,0.0,0,8,1,雨後晴,8,1,10.2,8,1,4.0,8,1,0,1,8,1,17.7,8,1,0,1,8,1,晴,8,1,23.0,8,1,13.1,8,1,0,1,8,1,14.5,8,1,0.0,8,1,,0,1,22.8,8,1,7.1,8,1,0,8,1,25.1,8,1,0.0,0,8,1,晴一時曇,8,1,28.3,8,1,23.0,8,1,0,1,8,1
2022/11/4,15.5,8,1,0.0,0,8,1,晴後時々曇,8,1,21.0,8,1,11.9,8,1,0,1,8,1,6.3,8,1,0.0,0,8,1,曇後晴,8,1,9.3,8,1,2.0,8,1,0,1,8,1,17.0,8,1,0,1,8,1,晴,8,1,21.6,8,1,13.4,8,1,0,1,8,1,12.3,8,1,0.0,8,1,,0,1,18.8,8,1,5.0,8,1,0,8,1,24.3,8,1,0.0,0,8,1,曇時々晴,8,1,26.0,8,1,22.7,8,1,0,1,8,1
2022/11/5,14.0,8,1,0.0,0,8,1,曇時々晴,8,1,17.3,8,1,11.7,8,1,0,1,8,1,6.2,8,1,0.5,0,8,1,晴時々曇,8,1,9.9,8,1,0.8,8,1,0,1,8,1,14.8,8,1,0,1,8,1,晴,8,1,19.8,8,1,11.1,8,1,0,1,8,1,8.3,8,1,0.0,8,1,,0,1,16.4,8,1,2.0,8,1,0,8,1,22.6,8,1,0,1,8,1,曇時々晴,8,1,24.6,8,1,21.6,8,1,0,1,8,1
2022/11/6,13.5,8,1,0,1,8,1,晴,8,1,18.4,8,1,10.0,8,1,0,1,8,1,6.6,8,1,0.0,0,8,1,晴,8,1,11.8,8,1,2.4,8,1,0,1,8,1,14.5,8,1,0,1,8,1,晴,8,1,20.3,8,1,10.4,8,1,0,1,8,1,9.5,8,1,0.0,8,1,,0,1,18.6,8,1,1.1,8,1,0,8,1,22.2,8,1,0,1,8,1,曇一時晴,8,1,24.5,8,1,21.0,8,1,0,1,8,1
2022/11/7,13.7,8,1,0,1,8,1,曇時々晴,8,1,18.2,8,1,9.6,8,1,0,1,8,1,6.0,8,1,0,1,8,1,晴時々曇,8,1,11.4,8,1,1.2,8,1,0,1,8,1,14.7,8,1,0.0,0,8,1,晴後時々曇,8,1,20.9,8,1,9.7,8,1,0,1,8,1,10.7,8,1,0.0,8,1,,0,1,19.0,8,1,5.9,8,1,0,8,1,23.4,8,1,0.5,0,8,1,曇後一時雨,8,1,25.0,8,1,22.1,8,1,0,1,8,1
2022/11/8,15.9,8,1,0,1,8,1,快晴,8,1,22.2,8,1,11.0,8,1,0,1,8,1,6.6,8,1,0.0,0,8,1,曇一時晴,8,1,10.2,8,1,1.4,8,1,0,1,8,1,15.2,8,1,0,1,8,1,晴,8,1,20.7,8,1,11.1,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,19.7,8,1,2.6,8,1,0,8,1,24.1,8,1,0.0,0,8,1,曇一時雨,8,1,25.7,8,1,23.0,8,1,0,1,8,1
2022/11/9,14.6,8,1,0,1,8,1,晴一時曇,8,1,19.2,8,1,10.4,8,1,0,1,8,1,9.9,8,1,0,1,8,1,晴一時薄曇,8,1,13.2,8,1,7.0,8,1,0,1,8,1,15.1,8,1,0,1,8,1,快晴,8,1,20.5,8,1,10.4,8,1,0,1,8,1,9.6,8,1,0.0,8,1,,0,1,20.4,8,1,1.8,8,1,0,8,1,24.1,8,1,49.5,0,8,1,大雨時々曇一時晴,8,1,27.4,8,1,21.7,8,1,0,1,8,1
2022/11/10,15.2,8,1,0,1,8,1,晴後曇,8,1,21.8,8,1,9.9,8,1,0,1,8,1,9.7,8,1,0.0,0,8,1,曇後晴,8,1,14.2,8,1,6.7,8,1,0,1,8,1,16.2,8,1,0,1,8,1,晴,8,1,22.2,8,1,10.6,8,1,0,1,8,1,12.6,8,1,0.0,8,1,,0,1,22.9,8,1,5.5,8,1,0,8,1,22.5,8,1,42.5,0,8,1,雨時々曇,8,1,25.0,8,1,21.4,8,1,0,1,8,1
2022/11/11,16.1,8,1,0,1,8,1,快晴,8,1,21.6,8,1,10.4,8,1,0,1,8,1,6.8,8,1,0,1,8,1,晴,8,1,10.8,8,1,3.6,8,1,0,1,8,1,17.1,8,1,0,1,8,1,晴,8,1,22.4,8,1,12.1,8,1,0,1,8,1,14.0,8,1,0.0,8,1,,0,1,22.8,8,1,7.2,8,1,0,8,1,24.6,8,1,10.5,0,8,1,曇時々雨,8,1,27.4,8,1,22.2,8,1,0,1,8,1
2022/11/12,16.6,8,1,0,1,8,1,晴一時曇,8,1,21.8,8,1,13.1,8,1,0,1,8,1,10.7,8,1,0,1,8,1,曇一時晴,8,1,17.1,8,1,3.2,8,1,0,1,8,1,18.0,8,1,0,1,8,1,快晴,8,1,24.0,8,1,13.2,8,1,0,1,8,1,15.9,8,1,0.0,8,1,,0,1,23.1,8,1,7.3,8,1,0,8,1,25.4,8,1,7.0,0,8,1,雨時々曇、雷を伴う,8,1,26.3,8,1,24.2,8,1,0,1,8,1
2022/11/13,18.0,8,1,0.5,0,8,1,薄曇時々雨一時晴,8,1,24.1,8,1,13.0,8,1,0,1,8,1,11.9,8,1,24.5,0,8,1,雨一時曇,8,1,15.6,8,1,5.8,8,1,0,1,8,1,16.8,8,1,23.5,0,8,1,雨時々曇,8,1,18.0,8,1,15.3,8,1,0,1,8,1,16.4,8,1,20.0,8,1,,0,1,20.7,8,1,12.9,8,1,0,8,1,25.4,8,1,9.5,0,8,1,晴一時雨,8,1,28.1,8,1,23.5,8,1,0,1,8,1
2022/11/14,16.1,8,1,0.0,0,8,1,晴時々曇一時雨,8,1,18.8,8,1,14.2,8,1,0,1,8,1,5.2,8,1,4.0,0,8,1,雨時々曇、あられを伴う,8,1,6.8,8,1,3.8,8,1,0,1,8,1,14.7,8,1,0.0,0,8,1,曇時々晴,8,1,17.3,8,1,11.0,8,1,0,1,8,1,13.8,8,1,0.0,8,1,,0,1,17.9,8,1,10.0,8,1,0,8,1,23.3,8,1,0,1,8,1,晴一時曇,8,1,25.2,8,1,22.4,8,1,0,1,8,1
2022/11/15,11.1,8,1,6.0,0,8,1,雨後一時晴,8,1,14.4,8,1,9.4,8,1,0,1,8,1,5.2,8,1,0.0,0,8,1,曇時々雨一時晴,8,1,9.1,8,1,2.4,8,1,0,1,8,1,13.7,8,1,0,1,8,1,晴,8,1,18.7,8,1,8.9,8,1,0,1,8,1,11.2,8,1,0.0,8,1,,0,1,15.7,8,1,6.9,8,1,0,8,1,22.4,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,24.5,8,1,21.5,8,1,0,1,8,1
2022/11/16,12.4,8,1,0,1,8,1,快晴,8,1,17.3,8,1,8.3,8,1,0,1,8,1,3.3,8,1,7.5,0,8,1,晴時々雨、みぞれを伴う,8,1,6.1,8,1,0.8,8,1,0,1,8,1,14.1,8,1,0,1,8,1,晴,8,1,18.1,8,1,10.5,8,1,0,1,8,1,7.5,8,1,0.0,8,1,,0,1,15.0,8,1,1.8,8,1,0,8,1,22.7,8,1,0.0,0,8,1,曇,8,1,24.5,8,1,21.3,8,1,0,1,8,1
2022/11/17,12.8,8,1,0,1,8,1,曇一時晴,8,1,17.7,8,1,7.7,8,1,0,1,8,1,4.6,8,1,1.5,0,8,1,晴時々雨一時みぞれ、あられを伴う,8,1,7.7,8,1,2.6,8,1,0,1,8,1,12.7,8,1,0,1,8,1,晴時々曇,8,1,16.9,8,1,8.5,8,1,0,1,8,1,7.8,8,1,0.0,8,1,,0,1,14.7,8,1,2.0,8,1,0,8,1,24.0,8,1,7.5,0,8,1,曇時々雨,8,1,26.9,8,1,22.3,8,1,0,1,8,1
2022/11/18,13.2,8,1,0,1,8,1,晴,8,1,17.9,8,1,9.2,8,1,0,1,8,1,5.6,8,1,0.5,0,8,1,薄曇時々晴,8,1,9.7,8,1,0.8,8,1,0,1,8,1,13.3,8,1,0,1,8,1,快晴,8,1,19.0,8,1,8.4,8,1,0,1,8,1,11.5,8,1,0.0,8,1,,0,1,15.5,8,1,4.6,8,1,0,8,1,24.9,8,1,14.0,0,8,1,晴一時曇,8,1,28.0,8,1,22.8,8,1,0,1,8,1
2022/11/19,13.7,8,1,0,1,8,1,晴後時々薄曇,8,1,18.5,8,1,8.9,8,1,0,1,8,1,6.2,8,1,8.0,0,8,1,曇時々雨一時晴,8,1,9.1,8,1,3.3,8,1,0,1,8,1,13.4,8,1,0,1,8,1,晴後曇,8,1,18.6,8,1,8.8,8,1,0,1,8,1,13.2,8,1,4.0,8,1,,0,1,14.7,8,1,12.0,8,1,0,8,1,24.8,8,1,0.0,0,8,1,晴,8,1,27.8,8,1,22.6,8,1,0,1,8,1
2022/11/20,11.6,8,1,6.0,0,8,1,曇後雨,8,1,13.7,8,1,10.3,8,1,0,1,8,1,8.0,8,1,3.0,0,8,1,曇時々雨,8,1,10.5,8,1,3.3,8,1,0,1,8,1,14.9,8,1,11.0,0,8,1,曇一時雨,8,1,18.4,8,1,12.2,8,1,0,1,8,1,14.9,8,1,0.0,8,1,,0,1,19.5,8,1,11.5,8,1,0,8,1,24.7,8,1,0.0,0,8,1,晴一時曇,8,1,27.1,8,1,21.7,8,1,0,1,8,1
2022/11/21,13.4,8,1,3.0,0,8,1,雨時々曇後晴,8,1,17.8,8,1,10.8,8,1,0,1,8,1,9.9,8,1,8.0,0,8,1,曇時々雨,8,1,11.9,8,1,8.7,8,1,0,1,8,1,15.4,8,1,5.0,0,8,1,曇一時晴,8,1,19.5,8,1,13.2,8,1,0,1,8,1,12.5,8,1,0.0,8,1,,0,1,20.0,8,1,6.7,8,1,0,8,1,24.6,8,1,0,1,8,1,晴,8,1,26.5,8,1,22.5,8,1,0,1,8,1
2022/11/22,15.4,8,1,0.0,0,8,1,晴後薄曇,8,1,20.4,8,1,10.1,8,1,0,1,8,1,5.3,8,1,2.5,0,8,1,曇時々みぞれ,8,1,9.8,8,1,3.8,8,1,0,1,8,1,15.0,8,1,0,1,8,1,曇一時晴,8,1,18.9,8,1,10.8,8,1,0,1,8,1,11.7,8,1,0.0,8,1,,0,1,18.5,8,1,4.7,8,1,0,8,1,24.7,8,1,6.0,0,8,1,曇時々晴,8,1,27.6,8,1,22.1,8,1,0,1,8,1
2022/11/23,11.7,8,1,42.0,0,8,1,雨,8,1,15.3,8,1,10.3,8,1,0,1,8,1,4.9,8,1,0,1,8,1,薄曇,8,1,7.7,8,1,2.2,8,1,0,1,8,1,14.3,8,1,11.0,0,8,1,雨時々曇、雷を伴う,8,1,15.8,8,1,12.5,8,1,0,1,8,1,13.5,8,1,9.5,8,1,,0,1,16.1,8,1,8.1,8,1,0,8,1,22.5,8,1,27.0,0,8,1,雨一時曇,8,1,23.7,8,1,21.4,8,1,0,1,8,1
2022/11/24,15.3,8,1,0.5,0,8,1,晴後薄曇,8,1,20.9,8,1,9.5,8,1,0,1,8,1,6.3,8,1,0.5,0,8,1,曇後時々晴一時雨,8,1,10.0,8,1,3.2,8,1,0,1,8,1,15.3,8,1,0,1,8,1,薄曇時々晴,8,1,19.4,8,1,11.8,8,1,0,1,8,1,9.7,8,1,0.0,8,1,,0,1,17.0,8,1,4.2,8,1,0,8,1,22.4,8,1,1.0,0,8,1,雨時々曇,8,1,23.3,8,1,21.8,8,1,0,1,8,1
2022/11/25,13.5,8,1,0.5,0,8,1,快晴,8,1,17.8,8,1,10.5,8,1,0,1,8,1,7.4,8,1,1.0,0,8,1,晴後曇,8,1,10.5,8,1,4.2,8,1,0,1,8,1,13.9,8,1,0,1,8,1,晴,8,1,18.7,8,1,9.4,8,1,0,1,8,1,8.9,8,1,0.0,8,1,,0,1,19.3,8,1,0.3,8,1,0,8,1,22.3,8,1,13.5,0,8,1,雨時々曇,8,1,23.5,8,1,20.3,8,1,0,1,8,1
2022/11/26,12.7,8,1,1.0,0,8,1,曇一時雨,8,1,16.6,8,1,10.5,8,1,0,1,8,1,10.1,8,1,5.0,0,8,1,雨後一時晴,8,1,14.6,8,1,4.5,8,1,0,1,8,1,14.3,8,1,0.0,0,8,1,曇後晴,8,1,17.9,8,1,11.2,8,1,0,1,8,1,12.9,8,1,0.0,8,1,,0,1,19.6,8,1,7.9,8,1,0,8,1,23.0,8,1,11.5,0,8,1,曇時々雨一時晴,8,1,25.9,8,1,20.6,8,1,0,1,8,1
2022/11/27,14.4,8,1,0,1,8,1,快晴,8,1,19.2,8,1,10.8,8,1,0,1,8,1,3.5,8,1,0.0,0,8,1,曇時々みぞれ一時晴、あられを伴う,8,1,4.9,8,1,2.7,8,1,0,1,8,1,14.7,8,1,0,1,8,1,晴,8,1,18.7,8,1,11.6,8,1,0,1,8,1,10.2,8,1,0.0,8,1,,0,1,19.4,8,1,2.7,8,1,0,8,1,23.3,8,1,0,1,8,1,晴一時曇,8,1,25.4,8,1,20.9,8,1,0,1,8,1
2022/11/28,11.7,8,1,0.0,0,8,1,曇,8,1,14.3,8,1,8.4,8,1,0,1,8,1,4.9,8,1,1.0,0,8,1,雨時々曇一時みぞれ,8,1,6.4,8,1,3.1,8,1,0,1,8,1,14.6,8,1,0.0,0,8,1,晴一時薄曇,8,1,20.5,8,1,10.1,8,1,0,1,8,1,15.5,8,1,0.0,8,1,,0,1,20.0,8,1,8.3,8,1,0,8,1,23.8,8,1,3.0,0,8,1,雨後曇時々晴,8,1,26.2,8,1,21.1,8,1,0,1,8,1
2022/11/29,16.7,8,1,10.5,0,8,1,曇時々雨,8,1,21.3,8,1,11.6,8,1,0,1,8,1,10.1,8,1,11.0,0,8,1,雨,8,1,13.5,8,1,5.5,8,1,0,1,8,1,17.0,8,1,22.0,0,8,1,雨時々曇,8,1,19.5,8,1,14.4,8,1,0,1,8,1,18.2,8,1,9.5,8,1,,0,1,21.1,8,1,15.4,8,1,0,8,1,24.9,8,1,0,1,8,1,晴,8,1,27.8,8,1,22.2,8,1,0,1,8,1
2022/11/30,16.6,8,1,32.5,0,8,1,曇,8,1,20.6,8,1,13.4,8,1,0,1,8,1,0.3,8,1,3.5,0,8,1,雪時々曇,8,1,6.1,8,1,-4.0,8,1,2,0,8,1,14.0,8,1,3.5,0,8,1,曇,8,1,17.9,8,1,9.0,8,1,0,1,8,1,9.3,8,1,2.5,8,1,,0,1,15.4,8,1,4.9,8,1,0,8,1,22.0,8,1,0.0,0,8,1,曇時々雨,8,1,24.8,8,1,19.3,8,1,0,1,8,1
2022/12/1,10.1,8,1,0.5,0,8,1,雨時々曇,8,1,13.6,8,1,8.4,8,1,0,1,8,1,-4.7,8,1,8.5,0,8,1,雪,8,1,-3.5,8,1,-5.8,8,1,10,0,8,1,9.4,8,1,0,1,8,1,曇一時晴,8,1,12.6,8,1,7.4,8,1,0,1,8,1,4.4,8,1,0.0,8,1,,0,1,8.5,8,1,0.2,8,1,0,8,1,19.4,8,1,0.0,0,8,1,曇一時雨,8,1,20.7,8,1,18.3,8,1,0,1,8,1
2022/12/2,9.4,8,1,0,1,8,1,曇時々晴,8,1,13.3,8,1,6.1,8,1,0,1,8,1,-3.5,8,1,1.0,0,8,1,晴一時薄曇,8,1,-0.5,8,1,-7.8,8,1,11,0,8,1,8.2,8,1,0,1,8,1,曇後晴,8,1,12.0,8,1,5.8,8,1,0,1,8,1,2.5,8,1,0.0,8,1,,0,1,7.3,8,1,-2.1,8,1,0,8,1,19.5,8,1,0.5,0,8,1,曇,8,1,21.0,8,1,18.3,8,1,0,1,8,1
2022/12/3,7.8,8,1,0,1,8,1,曇後一時晴,8,1,11.7,8,1,5.4,8,1,0,1,8,1,0.4,8,1,0.0,0,8,1,晴時々雪,8,1,3.0,8,1,-2.7,8,1,6,0,8,1,8.1,8,1,0,1,8,1,晴,8,1,12.5,8,1,3.6,8,1,0,1,8,1,4.1,8,1,0.0,8,1,,0,1,9.4,8,1,-2.8,8,1,0,8,1,21.0,8,1,38.0,0,8,1,大雨一時曇,8,1,23.9,8,1,18.1,8,1,0,1,8,1
2022/12/4,10.2,8,1,0,1,8,1,晴後曇,8,1,15.9,8,1,4.9,8,1,0,1,8,1,-2.3,8,1,1.5,0,8,1,雪一時晴,8,1,1.4,8,1,-5.5,8,1,6,0,8,1,10.5,8,1,0.0,0,8,1,曇一時雨,8,1,14.1,8,1,7.3,8,1,0,1,8,1,8.5,8,1,3.0,8,1,,0,1,12.1,8,1,5.9,8,1,0,8,1,23.4,8,1,0.5,0,8,1,晴,8,1,26.1,8,1,20.2,8,1,0,1,8,1
2022/12/5,7.6,8,1,19.5,0,8,1,雨時々曇,8,1,10.3,8,1,5.2,8,1,0,1,8,1,-3.5,8,1,1.0,0,8,1,雪一時曇,8,1,-1.6,8,1,-5.4,8,1,7,0,8,1,10.6,8,1,0.5,0,8,1,曇時々晴後一時雨,8,1,13.2,8,1,8.9,8,1,0,1,8,1,5.8,8,1,0.5,8,1,,0,1,9.6,8,1,1.5,8,1,0,8,1,22.4,8,1,1.0,0,8,1,晴後曇一時雨,8,1,27.0,8,1,18.8,8,1,0,1,8,1
2022/12/6,6.1,8,1,9.5,0,8,1,雨後曇,8,1,8.6,8,1,4.1,8,1,0,1,8,1,-0.1,8,1,0,1,8,1,晴,8,1,3.7,8,1,-5.0,8,1,6,0,8,1,9.8,8,1,0,1,8,1,晴,8,1,13.6,8,1,6.2,8,1,0,1,8,1,3.1,8,1,0.0,8,1,,0,1,8.4,8,1,-1.4,8,1,0,8,1,19.3,8,1,1.5,0,8,1,曇一時雨,8,1,22.1,8,1,18.0,8,1,0,1,8,1
2022/12/7,8.5,8,1,0,1,8,1,晴一時薄曇,8,1,14.2,8,1,3.6,8,1,0,1,8,1,0.3,8,1,1.0,0,8,1,晴時々雪,8,1,3.6,8,1,-2.2,8,1,9,0,8,1,9.7,8,1,0,1,8,1,晴後曇,8,1,12.3,8,1,5.8,8,1,0,1,8,1,3.9,8,1,0.0,8,1,,0,1,9.4,8,1,-1.7,8,1,0,8,1,19.7,8,1,0,1,8,1,曇時々晴,8,1,21.8,8,1,18.0,8,1,0,1,8,1
2022/12/8,9.3,8,1,0,1,8,1,快晴,8,1,14.9,8,1,4.3,8,1,0,1,8,1,-1.1,8,1,0.0,0,8,1,晴時々雪一時曇,8,1,1.6,8,1,-3.1,8,1,7,0,8,1,11.5,8,1,0,1,8,1,晴後薄曇,8,1,15.1,8,1,9.1,8,1,0,1,8,1,3.9,8,1,0.0,8,1,,0,1,13.4,8,1,-3.8,8,1,0,8,1,21.6,8,1,0.0,0,8,1,晴時々曇,8,1,23.9,8,1,19.0,8,1,0,1,8,1
2022/12/9,9.3,8,1,0,1,8,1,晴一時曇,8,1,13.8,8,1,5.0,8,1,0,1,8,1,-0.3,8,1,0.5,0,8,1,曇時々雪,8,1,1.4,8,1,-3.5,8,1,6,0,8,1,10.5,8,1,0,1,8,1,晴後一時曇,8,1,15.9,8,1,6.0,8,1,0,1,8,1,5.7,8,1,0.0,8,1,,0,1,15.6,8,1,-2.3,8,1,0,8,1,20.5,8,1,35.5,0,8,1,雨,8,1,22.2,8,1,19.3,8,1,0,1,8,1
2022/12/10,10.4,8,1,0,1,8,1,晴,8,1,15.8,8,1,5.0,8,1,0,1,8,1,0.6,8,1,0.5,0,8,1,晴後曇時々雪,8,1,3.1,8,1,-2.7,8,1,7,0,8,1,11.4,8,1,0,1,8,1,晴,8,1,16.8,8,1,6.7,8,1,0,1,8,1,6.8,8,1,0.0,8,1,,0,1,17.4,8,1,-0.5,8,1,0,8,1,21.7,8,1,1.0,0,8,1,晴時々曇,8,1,24.5,8,1,19.5,8,1,0,1,8,1
2022/12/11,9.5,8,1,0.0,0,8,1,薄曇時々雨一時晴,8,1,15.2,8,1,6.4,8,1,0,1,8,1,-0.6,8,1,6.0,0,8,1,雪時々曇一時晴,8,1,2.0,8,1,-2.2,8,1,18,0,8,1,11.0,8,1,0.0,0,8,1,晴一時曇,8,1,16.2,8,1,8.5,8,1,0,1,8,1,7.0,8,1,0.0,8,1,,0,1,12.4,8,1,2.1,8,1,0,8,1,21.3,8,1,0.0,0,8,1,晴時々曇,8,1,23.6,8,1,19.5,8,1,0,1,8,1
2022/12/12,8.2,8,1,0,1,8,1,晴,8,1,11.8,8,1,5.8,8,1,0,1,8,1,-1.3,8,1,4.0,0,8,1,晴時々雪一時薄曇,8,1,0.5,8,1,-3.2,8,1,24,0,8,1,10.1,8,1,0.0,0,8,1,晴,8,1,13.6,8,1,6.3,8,1,0,1,8,1,8.5,8,1,0.0,8,1,,0,1,13.8,8,1,2.0,8,1,0,8,1,19.9,8,1,0.0,0,8,1,晴時々曇,8,1,21.7,8,1,19.0,8,1,0,1,8,1
2022/12/13,7.2,8,1,3.5,0,8,1,雨時々曇後晴,8,1,10.1,8,1,5.3,8,1,0,1,8,1,3.9,8,1,5.0,0,8,1,雨時々晴一時みぞれ,8,1,7.7,8,1,-0.7,8,1,17,0,8,1,11.3,8,1,2.5,0,8,1,晴一時雨,8,1,14.5,8,1,8.1,8,1,0,1,8,1,7.6,8,1,10.5,8,1,,0,1,9.4,8,1,6.2,8,1,0,8,1,19.3,8,1,0.0,0,8,1,曇時々晴,8,1,21.1,8,1,17.5,8,1,0,1,8,1
2022/12/14,9.2,8,1,0,1,8,1,晴,8,1,15.4,8,1,4.9,8,1,0,1,8,1,-3.7,8,1,1.5,0,8,1,曇後雪,8,1,1.4,8,1,-7.4,8,1,8,0,8,1,8.7,8,1,0.0,0,8,1,晴一時曇,8,1,12.1,8,1,3.6,8,1,0,1,8,1,3.4,8,1,0.0,8,1,,0,1,8.7,8,1,-3.2,8,1,0,8,1,17.9,8,1,0.0,0,8,1,曇時々雨,8,1,19.7,8,1,16.0,8,1,0,1,8,1
2022/12/15,7.0,8,1,0,1,8,1,晴一時曇,8,1,12.4,8,1,3.0,8,1,0,1,8,1,-5.0,8,1,6.0,0,8,1,雪,8,1,-3.3,8,1,-6.3,8,1,15,0,8,1,6.2,8,1,0,1,8,1,晴一時曇,8,1,9.2,8,1,3.5,8,1,0,1,8,1,0.7,8,1,0.0,8,1,,0,1,6.3,8,1,-3.1,8,1,0,8,1,18.5,8,1,0.0,0,8,1,曇一時晴,8,1,20.0,8,1,17.0,8,1,0,1,8,1
2022/12/16,8.2,8,1,0,1,8,1,快晴,8,1,14.1,8,1,2.3,8,1,0,1,8,1,-5.0,8,1,1.5,0,8,1,雪後時々曇,8,1,-2.9,8,1,-6.0,8,1,14,0,8,1,7.8,8,1,0,1,8,1,晴一時曇,8,1,12.3,8,1,3.8,8,1,0,1,8,1,3.1,8,1,0.0,8,1,,0,1,10.7,8,1,-4.2,8,1,0,8,1,19.9,8,1,64.5,0,8,1,大雨,8,1,21.0,8,1,18.9,8,1,0,1,8,1
2022/12/17,6.7,8,1,3.5,0,8,1,曇,8,1,10.1,8,1,4.5,8,1,0,1,8,1,-3.5,8,1,3.5,0,8,1,晴一時曇,8,1,-0.5,8,1,-5.9,8,1,19,0,8,1,5.9,8,1,6.5,0,8,1,雨一時曇,8,1,7.2,8,1,5.1,8,1,0,1,8,1,2.8,8,1,5.5,8,1,,0,1,5.1,8,1,0.4,8,1,0,8,1,18.4,8,1,2.5,0,8,1,雨時々曇,8,1,21.3,8,1,15.7,8,1,0,1,8,1
2022/12/18,6.5,8,1,2.5,0,8,1,晴一時雨,8,1,11.3,8,1,2.8,8,1,0,1,8,1,-5.0,8,1,12.0,0,8,1,晴時々雪一時曇,8,1,-1.4,8,1,-8.1,8,1,35,0,8,1,4.0,8,1,0,1,8,1,晴,8,1,6.6,8,1,2.2,8,1,0,1,8,1,-0.6,8,1,0.0,8,1,,0,1,0.4,8,1,-1.9,8,1,0,8,1,14.1,8,1,0.0,0,8,1,曇時々雨,8,1,16.3,8,1,13.1,8,1,0,1,8,1
2022/12/19,4.9,8,1,0,1,8,1,快晴,8,1,10.1,8,1,0.0,8,1,0,1,8,1,-6.8,8,1,0.5,0,8,1,晴一時雪,8,1,-3.8,8,1,-9.3,8,1,30,0,8,1,3.9,8,1,0,1,8,1,晴,8,1,7.0,8,1,1.6,8,1,0,1,8,1,0.0,8,1,0.0,5,1,,0,1,3.5,5,1,-3.7,5,1,0,8,1,16.0,8,1,0,1,8,1,晴一時曇,8,1,18.5,8,1,14.1,8,1,0,1,8,1
